pair_ratio,sub_database_num,selectio_ratio,AR,RI,MI,HI,NMI,time,n,m,name
1,20,0.3,0.406003566977943,0.834542728635682,0.165457271364318,0.669085457271364,0.513983591567401,0.78488027,116,20,Protein.mat
